name,category,size,era,desc,url,imageUrl_s,id,sk1,sk2,sk3
宋搨武岡帖（三） 冊 晉王羲之又不能帖,法帖,,宋太宗淳化三年（992）,,https://digitalarchive.npm.gov.tw/Collection/Detail/36044?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=479266&randomCode=87606085885&maxW=200&maxH=200,故帖00005400015,故,帖,法帖
宋搨武岡帖（三） 冊 晉王羲之臨川帖,法帖,,宋太宗淳化三年（992）,,https://digitalarchive.npm.gov.tw/Collection/Detail/36042?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=479266&randomCode=87606085885&maxW=200&maxH=200,故帖00005400013,故,帖,法帖
觀海堂帖 冊 宋蘇軾提刑郎中挽詩二首,法帖,30.4x36,,,https://digitalarchive.npm.gov.tw/Collection/Detail/36038?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=456130&randomCode=49200203877&maxW=200&maxH=200,贈帖00006700013,贈,帖,法帖
觀海堂帖 冊 宋蘇軾續麗人行一首,法帖,30.4x36,,,https://digitalarchive.npm.gov.tw/Collection/Detail/36037?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=456130&randomCode=49200203877&maxW=200&maxH=200,贈帖00006700012,贈,帖,法帖
觀海堂帖 冊 宋蘇軾章質夫寄崔徽真一首,法帖,30.4x36,,,https://digitalarchive.npm.gov.tw/Collection/Detail/36036?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=456130&randomCode=49200203877&maxW=200&maxH=200,贈帖00006700011,贈,帖,法帖
觀海堂帖 冊 宋蘇軾次韻答劉涇詩,法帖,30.4x36,,,https://digitalarchive.npm.gov.tw/Collection/Detail/36035?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=456130&randomCode=49200203877&maxW=200&maxH=200,贈帖00006700010,贈,帖,法帖
觀海堂帖 冊 宋蘇軾讀孟郊詩二首,法帖,30.4x36,,,https://digitalarchive.npm.gov.tw/Collection/Detail/36034?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=456130&randomCode=49200203877&maxW=200&maxH=200,贈帖00006700009,贈,帖,法帖
觀海堂帖 冊 宋蘇軾雨中一首,法帖,30.4x36,,,https://digitalarchive.npm.gov.tw/Collection/Detail/36033?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=456130&randomCode=49200203877&maxW=200&maxH=200,贈帖00006700008,贈,帖,法帖
觀海堂帖 冊 宋蘇軾梅花詩,法帖,30.4x36,,,https://digitalarchive.npm.gov.tw/Collection/Detail/36032?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=456130&randomCode=49200203877&maxW=200&maxH=200,贈帖00006700007,贈,帖,法帖
觀海堂帖 冊 宋蘇軾題郭熙秋山平遠,法帖,30.4x36,,,https://digitalarchive.npm.gov.tw/Collection/Detail/36031?dep=P,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=456130&randomCode=49200203877&maxW=200&maxH=200,贈帖00006700005,贈,帖,法帖
