name,category,size,era,desc,url,imageUrl_s,id,sk1,sk2,sk3
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14761?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102111&randomCode=42629069770&maxW=200&maxH=200,購錢005423,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14760?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102108&randomCode=42681312656&maxW=200&maxH=200,購錢005422,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14759?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102105&randomCode=15524287682&maxW=200&maxH=200,購錢005421,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14758?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102102&randomCode=22509544782&maxW=200&maxH=200,購錢005420,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14757?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102099&randomCode=42072075283&maxW=200&maxH=200,購錢005419,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14756?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102096&randomCode=29872152760&maxW=200&maxH=200,購錢005418,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14755?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102093&randomCode=45678883366&maxW=200&maxH=200,購錢005417,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14754?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102090&randomCode=22203776820&maxW=200&maxH=200,購錢005416,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14753?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102087&randomCode=32523055690&maxW=200&maxH=200,購錢005415,購,錢,錢幣
銅錢,錢幣,待測量,時代待訂,,https://digitalarchive.npm.gov.tw/Collection/Detail/14752?dep=U,https://digitalarchive.npm.gov.tw/Image/GetImage?ImageId=102084&randomCode=38874854455&maxW=200&maxH=200,購錢005414,購,錢,錢幣
