AcquiredDate,CreatedYear,Creator,Description,imageUrl_s,MainTitle,url,Owner,Size,Type,sk1,sk2,sk3
,,姚夢谷,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU0OQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,石澹庵,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU1MA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,陳子和,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU1MQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,宋子芳,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU1Mg==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,王北岳,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU1Mw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,李猷,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU1NA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,孔德成,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU1NQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,馬壽華,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU1Ng==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,馬念庭,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU1Nw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,顧瑞華,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU1OA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,朱玖瑩,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU1OQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,王愷和,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU2MA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,程滄波,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU2MQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,李超哉,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU2Mg==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,釋廣元,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU2Mw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,孔依平,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU2NA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,陳瑞庚(默齋),,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU2NQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,傅茂金,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU2Ng==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,王建奭,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU2OQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,翟達三,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU3Mg==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,鄒德忠,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU3Mw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,何偉,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU3NA==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,孔依平,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU3NQ==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,沈克昌,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU3Ng==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,柳炎辰,,,,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDU3Nw==,國立彰化生活美學館,,藝術類\書法,藝術類,書法,彰化生活
,,,,,象牙雕刻提筆,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDkzOA==,國立彰化生活美學館,,藝術類\其他,藝術類,其他,彰化生活
,,,,,古青玉雕刻大毛筆,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDkzOQ==,國立彰化生活美學館,,藝術類\其他,藝術類,其他,彰化生活
,,,,,牛角桿大筆,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDk0MA==,國立彰化生活美學館,,藝術類\其他,藝術類,其他,彰化生活
,,,,,羚羊角兼毫大筆(1對),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDk0NA==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,景泰藍毛筆,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDk0NQ==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,仿清朝木雕筆(木),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDk0Ng==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,仿明瓷器大筆(青花瓷),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDk0Nw==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,象牙筆,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDk0OA==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,中國長桿毛筆,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDk0OQ==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,王石大筆,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDk1MA==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,金牛角壽字特大毛筆,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDk1MQ==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,養正特大毛筆(1號),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDk2MA==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,養正特大毛筆(2號),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDk2MQ==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,養正特大毛筆(3號),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDk2Mg==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,仿明瓷桿毛筆,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDk2Mw==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,毛筆  眾星捧月,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMDk2NA==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,白牛角狼毫毛筆,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTAzMQ==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,白角狼毫筆,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTAzMw==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,玉管毛筆(大羊毫),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTA5Mw==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,玉管毛筆(小狼毫),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTA5NA==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,玉管毛筆(小.大),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTA5NQ==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,玉管毛筆(小.中),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTA5Ng==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,純狼京斗毛筆(5支),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTA5Nw==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,馬鬃毛毛筆(一枝獨秀),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTA5OA==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,馬尾毛毛筆(橫掃千軍),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTA5OQ==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,墨(如意墨),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTEwMA==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,古墨(廣教禪寺),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTEwMQ==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,古墨(翠雲館),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTEwMg==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,巨墨(清朝),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTEwMw==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,古墨，觀音墨,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTEwNA==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,古墨/衛城龍德,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTEwNQ==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,墨王,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTEwNg==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,千歲芩古色墨,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTEwNw==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,千歲芩古色墨,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTEwOA==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,千歲芩古色墨,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTEwOQ==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,千歲芩古色墨,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTExMA==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,龍翔鳳舞墨,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTExMQ==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,龍翔鳳舞墨(古墨),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTExMg==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,仿古藏墨(十六羅漢),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTExMw==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,墨(山水清音),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTExNA==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,墨(千歲苓)(古墨),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTExNQ==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,神仙墨,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTExNg==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,古色墨(魚戲蓮),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTExNw==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,古色墨(魚戲蓮),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTExOA==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,古色墨(魚戲蓮),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTExOQ==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,古色墨(魚戲蓮),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTEyMA==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,古色墨(魚戲蓮),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTEyMQ==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,九龍墨,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTEyMg==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,御題鐘墨,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTEyMw==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,山水清音古墨(梅花型),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTEyNA==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,千歲令.古色墨,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTEyNQ==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,墨(仿古),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTEyNg==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,古墨(貢硯墨)周忠立,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE1NA==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,古墨(十八學)長方形,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE1NQ==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,古墨(歸去來辭)長方形,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE1Ng==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,印章(雞血石),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE1Nw==,國立彰化生活美學館,,藝術類\篆刻,藝術類,篆刻,彰化生活
,,,,,黃芙蓉印章(壽山石),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE1OA==,國立彰化生活美學館,,藝術類\篆刻,藝術類,篆刻,彰化生活
,,,,,月尾善伯洞(印石),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE1OQ==,國立彰化生活美學館,,藝術類\篆刻,藝術類,篆刻,彰化生活
,,,,,印石(荔枝凍),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE2MQ==,國立彰化生活美學館,,藝術類\篆刻,藝術類,篆刻,彰化生活
,,,,,印石(杜林坑),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE2Mg==,國立彰化生活美學館,,藝術類\篆刻,藝術類,篆刻,彰化生活
,,,,,印石(巴林牛角凍),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE2Mw==,國立彰化生活美學館,,藝術類\篆刻,藝術類,篆刻,彰化生活
,,,,,印石(昌化雞血),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE2NA==,國立彰化生活美學館,,藝術類\篆刻,藝術類,篆刻,彰化生活
,,,,,印石(白芙蓉),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE2NQ==,國立彰化生活美學館,,藝術類\篆刻,藝術類,篆刻,彰化生活
,,,,,印石(巴林雞血),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE2Ng==,國立彰化生活美學館,,藝術類\篆刻,藝術類,篆刻,彰化生活
,,,,,印石(善伯洞),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE2Nw==,國立彰化生活美學館,,藝術類\篆刻,藝術類,篆刻,彰化生活
,,,,,印石(杜陵坑),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE2OA==,國立彰化生活美學館,,藝術類\篆刻,藝術類,篆刻,彰化生活
,,,,,印石(巧雕月尾),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE2OQ==,國立彰化生活美學館,,藝術類\篆刻,藝術類,篆刻,彰化生活
,,,,,印石(巧雕荔枝凍),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE3MA==,國立彰化生活美學館,,藝術類\篆刻,藝術類,篆刻,彰化生活
,,,,,印石(青田),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE3MQ==,國立彰化生活美學館,,藝術類\篆刻,藝術類,篆刻,彰化生活
,,,,,印石(巴林黃凍),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE3Mg==,國立彰化生活美學館,,藝術類\篆刻,藝術類,篆刻,彰化生活
,,,,,印石(薄意旗降),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE3Mw==,國立彰化生活美學館,,藝術類\篆刻,藝術類,篆刻,彰化生活
,,,,,印石(坑頭牛角凍),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE3NA==,國立彰化生活美學館,,藝術類\篆刻,藝術類,篆刻,彰化生活
,,,,,印石(花芙蓉),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE3Ng==,國立彰化生活美學館,,藝術類\篆刻,藝術類,篆刻,彰化生活
,,,,,印石(劉福黃),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE3Nw==,國立彰化生活美學館,,藝術類\篆刻,藝術類,篆刻,彰化生活
,,,,,印石(花巴林),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE3OA==,國立彰化生活美學館,,藝術類\篆刻,藝術類,篆刻,彰化生活
,,,,,印石(黃巴林),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE3OQ==,國立彰化生活美學館,,藝術類\篆刻,藝術類,篆刻,彰化生活
,,,,,篆刻印石(杜陵),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE4MQ==,國立彰化生活美學館,,藝術類\篆刻,藝術類,篆刻,彰化生活
,,,,,篆刻印石(巧色高山),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE4NA==,國立彰化生活美學館,,藝術類\篆刻,藝術類,篆刻,彰化生活
,,,,,黃嘗銘-天祐祥寧,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE4NQ==,國立彰化生活美學館,,藝術類\篆刻,藝術類,篆刻,彰化生活
,,,,,硯臺(12生肖仿古硯),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE4Ng==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,硯臺(古銅端硯),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE4Nw==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,硯臺(老葉新枝),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE4OA==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,硯臺(韓國紅龍硯),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE4OQ==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,硯臺(百蟹硯),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE5MA==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,硯臺(松花硯),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE5MQ==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,硯臺(祥龍戲珠硯),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE5Mg==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,硯臺(荷葉巧雕紫端硯,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE5Mw==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,硯臺(雙龍頭紫端硯,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE5NA==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,硯臺(鏤空雕桃枝硯),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE5NQ==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,貢硯(雕仙女圖),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE5Ng==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,古玉白龍硯屏,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE5Nw==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,硯(枯竹節),https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE5OA==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,仿宋澄泥圭硯,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTE5OQ==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
,,,,,仿宋石渠硯,https://collections.culture.tw/Object.aspx?SYSUID=23&RNO=MjAwNzAxMTIwMA==,國立彰化生活美學館,,藝術類\工藝美術,藝術類,工藝美術,彰化生活
