AcquiredDate,CreatedYear,Creator,Description,imageUrl_s,MainTitle,url,Owner,Size,Type,sk1,sk2,sk3
,,小提琴／尤儷璇，鋼琴／楊閔貴；低音提琴／劉雅薇，鋼琴／黃柔菁，低音提琴／呂孟君；小號／張中茗，鋼琴／許毓婷，小提琴／徐晨又小提琴／尤儷璇，鋼琴／楊閔貴；低音提琴／劉雅薇，鋼琴／黃柔菁，低音提琴／呂孟君；小號／張中茗，鋼琴／許毓婷，小提琴／徐晨又,,,【卓爾不凡．淬煉耀聲】國臺交團員評鑑優等音樂會,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTIxMjAwMw==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
,,指揮／梶間聡夫，台北愛樂室內及管弦樂團指揮／梶間聡夫，台北愛樂室內及管弦樂團,,,聽見臺灣的聲音【新樂‧星躍】2012音樂創作競賽決賽音樂會,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTIxMjAwNA==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,指揮／梶間聡夫，創意總監／陳樹熙，主持人／趙婷，王子／林健吉 飾，公主／陳美玲 飾，夜后／戴曉君 飾，捕鳥人／廖聰文 飾，薩拉斯托／羅俊穎 飾，帕帕基娜／羅明芳 飾，國立臺灣交響樂團指揮／梶間聡夫，創意總監／陳樹熙，主持人／趙婷，王子／林健吉 飾，公主／陳美玲 飾，夜后／戴曉君 飾，捕鳥人／廖聰文 飾，薩拉斯托／羅俊穎 飾，帕帕基娜／羅明芳 飾，國立臺灣交響樂團,,,歐普拉的魔笛秀,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMwMTAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,指揮／梶間聡夫，小提琴／神尾真由子，國立臺灣交響樂團指揮／梶間聡夫，小提琴／神尾真由子，國立臺灣交響樂團,,,NTSO 愛與死系列VI【愛情的抉擇】,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMwMTAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,指揮&小提琴／林昭亮，國立臺灣交響樂團 指揮&小提琴／林昭亮，國立臺灣交響樂團,,,NTSO 愛與死系列VII【愛之禮讚】,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMwMjAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,小提琴獨奏／林昭亮，鋼琴獨奏／王佩瑤，國立臺灣交響樂團團員：小提琴／林祐丞，中提琴／曾慶琳、楊青霏，大提琴／李妍慧、鐘鎮宇，單簧管／田永年小提琴獨奏／林昭亮，鋼琴獨奏／王佩瑤，國立臺灣交響樂團團員：小提琴／林祐丞，中提琴／曾慶琳、楊青霏，大提琴／李妍慧、鐘鎮宇，單簧管／田永年,,,林昭亮室內樂之夜I,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMwMzAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,指揮／梶間聡夫，國立臺灣交響樂團指揮／梶間聡夫，國立臺灣交響樂團,,,【新樂‧星躍】2012委託創作獲選作品音樂會(室內樂),https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMwMzAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,客席指揮／蘇柏軒，小提琴獨奏／林昭亮，國立臺灣交響樂團客席指揮／蘇柏軒，小提琴獨奏／林昭亮，國立臺灣交響樂團,,,NTSO 愛與死系列VIII【生死圓舞曲I】,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMwMzAwMw==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,客席指揮／蘇柏軒，鋼琴／諸大明，國立臺灣交響樂團客席指揮／蘇柏軒，鋼琴／諸大明，國立臺灣交響樂團,,,NTSO 愛與死系列VIII【生死圓舞曲II】,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMwMzAwNA==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,客席指揮／洪毅全，小提琴／劉芳佑、何嘉泓，國立臺灣交響樂團 客席指揮／洪毅全，小提琴／劉芳佑、何嘉泓，國立臺灣交響樂團,,,NTSO 特選經典系列II【浮世雙情】,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMwNDAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,指揮／克里斯托弗・霍格伍德，小提琴獨奏／黃俊文，國立臺灣交響樂團 指揮／克里斯托弗・霍格伍德，小提琴獨奏／黃俊文，國立臺灣交響樂團,,,NTSO 名家系列II【霍格伍德與國台交】,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMwNDAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,指揮／梶間聡夫，二胡／高韶青，國立臺灣交響樂團指揮／梶間聡夫，二胡／高韶青，國立臺灣交響樂團,,,NTSO 愛與死系列IX【梁祝戀曲】,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMwNDAwMw==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,指揮／葉聰，雙簧管／路易‧卡培柴里，國立臺灣交響樂團指揮／葉聰，雙簧管／路易‧卡培柴里，國立臺灣交響樂團,,,NTSO 名家系列-IV【芭蕾道情—卡培柴里與國台交】,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMwNTAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,指揮／梶間聡夫，小號／奧利‧愛德華‧安東森，國立臺灣交響樂團指揮／梶間聡夫，小號／奧利‧愛德華‧安東森，國立臺灣交響樂團,,,NTSO 名家系列-III【安東森與國臺交】,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMwNTAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,指揮／陳樹熙、荷西．路易斯．戈梅茲，古琴／趙曉霞，女中音／陳珮琪，國立臺灣交響樂團 *本場演出原訂指揮水藍因故調整為陳樹熙及荷西．路易斯．戈梅茲 José Luis Gomez指揮／陳樹熙、荷西．路易斯．戈梅茲，古琴／趙曉霞，女中音／陳珮琪，國立臺灣交響樂團,,,NTSO 愛與死-X【艾瑪與古斯塔夫的倆人世界】,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMwNTAwMw==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,客席指揮／里昂‧弗萊雪，鋼琴／陳偉茵，國立臺灣交響樂團客席指揮／里昂‧弗萊雪，鋼琴／陳偉茵，國立臺灣交響樂團,,,NTSO 名家系列-V【里昂‧弗萊雪與國臺交】,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMwNjAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,指揮／歐可‧卡穆，小提琴／陳銳，國立臺灣交響樂團指揮／歐可‧卡穆，小提琴／陳銳，國立臺灣交響樂團,,,NTSO 愛與死系列-XI【佩里亞與梅麗桑】,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMwNjAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,客席指揮／克里斯多夫‧波彭，鋼琴／盧卡‧范特捷，國立臺灣交響樂團客席指揮／克里斯多夫‧波彭，鋼琴／盧卡‧范特捷，國立臺灣交響樂團,,,NTSO 名家系列VI【萊茵夢迴-波彭與國臺交】,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMwNjAwMw==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,演出單位：2013NTSO國季青少年管弦樂團 藝術總監/指揮：林昭亮 小提琴獨奏：詹曉昀藝術總監/指揮：林昭亮,,,2013NTSO國際青少年管弦樂團音樂會,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMwNzAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,小提琴：林昭亮、詹曉昀、宗緒嫻、辛明峰 中提琴：凌顯祐 大提琴：洪本倫 低音提琴：呂孟君 長笛：安德石 雙簧管：黃錚 單簧管：田永年 低音管：李勤一 法國號：江藺小提琴：林昭亮、詹曉昀、宗緒嫻、辛明峰,,,NTSO淬鍊經典音樂會暨大師講座系列教授音樂會III,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMwNzAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,客席指揮／利昂‧布萊，小號獨奏／克雷蒙‧索尼，2013 NTSO青少年管樂團客席指揮／利昂‧布萊，小號獨奏／克雷蒙‧索尼，2013 NTSO青少年管樂團,,,2013NTSO青少年管樂營音樂會,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMwODAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,指揮／水藍，鋼琴／胡笙‧薛默特，國立臺灣交響樂團 指揮／水藍，鋼琴／胡笙‧薛默特，國立臺灣交響樂團,,,童話‧傳奇-I【火之詩─普羅米修斯】,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMwODAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
,,客席指揮／迪克‧卡夫坦，編舞／余能盛，台北室內芭蕾，國立臺灣交響樂團 客席指揮／迪克‧卡夫坦，編舞／余能盛，台北室內芭蕾，國立臺灣交響樂團,,,2013台北室內芭蕾&NTSO-再現華麗經典【天鵝湖】,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMwODAwMw==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,客席指揮／張漢娜，吉他／林家瑋，國立臺灣交響樂團 客席指揮／張漢娜，吉他／林家瑋，國立臺灣交響樂團,,,張漢娜的火鳥綺想,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMwOTAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,客席指揮／馬蒂亞斯‧巴墨特，小提琴／董子維，中提琴／亞歷山大‧密許涅夫斯基，國立臺灣交響樂團 客席指揮／馬蒂亞斯‧巴墨特，小提琴／董子維，中提琴／亞歷山大‧密許涅夫斯基，國立臺灣交響樂團,,,特選經典-日耳曼的經典傳承,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMwOTAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
,,中提琴／亞歷山大‧密許涅夫斯基，國立臺灣交響樂團團員中提琴／亞歷山大‧密許涅夫斯基，國立臺灣交響樂團團員,,,密許涅夫斯基─中提琴室內樂之夜,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMwOTAwMw==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
,,[低音管／李勤一]低音管:李勤一 ［小提琴／徐晨又、何嘉浤］小提琴:徐晨又、何嘉浤 ［中提琴／蕭惠珠］中提琴:蕭惠珠 ［大提琴／劉凱文］大提琴:劉凱文[低音管／李勤一]低音管:李勤一,,,假日音樂會 室內樂系列 I -【李勤一低音管與弦樂音樂會】,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMwOTAwNA==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,指揮／梶間聡夫，小提琴／林品任，國立臺灣交響樂團 指揮／梶間聡夫，小提琴／林品任，國立臺灣交響樂團,,,特選經典-II【濃情斯拉夫】,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMxMDAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,指揮／水藍，白蛇／林惠珍，青蛇／麥可‧馬尼亞契，許仙／林健吉，法海／龔冬健，鋼琴語運指導／提摩太‧史蒂爾，台北愛樂合唱團，國立臺灣交響樂團指揮／水藍，白蛇／林惠珍，青蛇／麥可‧馬尼亞契，許仙／林健吉，法海／龔冬健，鋼琴語運指導／提摩太‧史蒂爾，台北愛樂合唱團，國立臺灣交響樂團,,,國際音樂節I-童話傳奇III-周龍白蛇傳,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMxMDAwMw==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,客席指揮：郭聯昌 國立臺灣交響樂團附設管樂團客席指揮：郭聯昌,,,附設管樂團【國慶禮讚】暨2013日月潭國際花火音樂嘉年華音樂會,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMxMDAwNA==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,指揮／梶間聡夫，鋼琴／史蒂芬‧賀夫，日本箏／吉村七重，國立臺灣交響樂團 指揮／梶間聡夫，鋼琴／史蒂芬‧賀夫，日本箏／吉村七重，國立臺灣交響樂團,,,2013NTSO國際音樂節-IV名家系列-I【梶間聡夫與史蒂芬‧賀夫】,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMxMTAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,指揮／梶間聡夫，國立臺灣交響樂團指揮／梶間聡夫，國立臺灣交響樂團,,,聽見臺灣的聲音─新樂 星躍 【2013音樂創作競賽】決賽音樂會,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMxMTAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,客席指揮：謝北光 國立臺灣交響樂團附設管樂團 彰化少年輔育院 女子薩克斯風樂團 誠正中學 管樂團 明陽中學 管樂團 客席指揮：謝北光,,,【浴火鳳凰藝飛揚】矯正機關聯合音樂會,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMxMTAwMw==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
,,指揮／水藍，小提琴／張莎拉，國立臺灣交響樂團 指揮／水藍，小提琴／張莎拉，國立臺灣交響樂團,,,[2013 NTSO國際音樂節-水藍與張莎拉]水藍與張莎拉,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMxMTAwNA==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
,,客席指揮／陳美安，小提琴／胡乃元，國立臺灣交響樂團 客席指揮／陳美安，小提琴／胡乃元，國立臺灣交響樂團,,,[2013 NTSO國際音樂節-希望與幸福]希望與幸福,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMxMTAwNQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
,,指  揮 / 梶間聡夫 Fusao Kajima 主持人 / 趙婷 演唱者 / 蕭煌奇 演出單位：國立傳統藝術中心、國立臺灣交響樂團、臺灣國樂團、國光劇團、樂興之時管弦樂團、布農青年合唱團、陽明教養院音樂班、采風樂團、無雙樂團、太魯閣泰姬合唱團等指  揮 / 梶間聡夫 Fusao Kajima,,,天空‧草地‧榕樹下—野餐音樂會（幸福計劃）,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMxMTAwNg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,小提琴／黃俊文，中提琴／今井信子，大提琴／鄭明和，國立臺灣交響樂團團員：小提琴／謝佩殷，中提琴／蕭惠珠，大提琴／黃佳文 小提琴／黃俊文，中提琴／今井信子，大提琴／鄭明和，國立臺灣交響樂團團員：小提琴／謝佩殷，中提琴／蕭惠珠，大提琴／黃佳文,,,[2013 NTSO國際音樂節-名家室內樂1-黃金陣容之夜]名家室內樂1-黃金陣容之夜,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMxMjAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,客席指揮／荷西‧路易斯‧戈梅茲，中提琴／馬克西姆‧瑞沙諾夫，國立臺灣交響樂團 客席指揮／荷西‧路易斯‧戈梅茲，中提琴／馬克西姆‧瑞沙諾夫，國立臺灣交響樂團,,,童話‧傳奇-V~春之祭100周年首演記念 【探戈搖滾‧春之祭】,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMxMjAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2013,,指揮／梶間聡夫，國立臺灣交響樂團指揮／梶間聡夫，國立臺灣交響樂團,,,NTSO歲末音樂會,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMxMjAwMw==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
,,指揮／梶間聡夫，鋼琴／葉綠娜、陳丘祐，國立臺灣交響樂團指揮／梶間聡夫，鋼琴／葉綠娜、陳丘祐，國立臺灣交響樂團,,,郭芝苑紀念音樂會,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMxMjAwNA==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
,,［小提琴／ 謝佩殷、陳姵汝］小提琴: 謝佩殷、陳姵汝 ［中提琴／蕭惠珠 ］中提琴: 蕭惠珠   ［大提琴／劉凱文］大提琴: 劉凱文 ［低音大提琴: 江秀如］低音大提琴: 江秀如 ［豎笛／田永年］豎笛: 田永年 ［低音管／林釗如］低音管: 林釗如 ［法國號／王姿蓉］法國號: 王姿蓉［小提琴／ 謝佩殷、陳姵汝］小提琴: 謝佩殷、陳姵汝,,,假日音樂會 室內樂系列 I -【舒琴．伯樂．獨特】,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMxMjAwNQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
,,[小提琴／李香瑩、何嘉浤]小提琴:李香瑩、何嘉浤 ［中提琴／陳美秀］中提琴:陳美秀 ［大提琴／李佩蓉］大提琴:李佩蓉 ［低音提琴／李青芳］低音提琴:李青芳[小提琴／李香瑩、何嘉浤]小提琴:李香瑩、何嘉浤,,,假日音樂會 室內樂系列 I -【弦琴之樂】,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTMxMjAwNg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2014,,客席指揮／安德魯‧李頓，鋼琴／強‧村‧帕克，國立臺灣交響樂團客席指揮／安德魯‧李頓，鋼琴／強‧村‧帕克，國立臺灣交響樂團,,,《理夏德 史特勞斯150周年紀念》哲思與官能之舞,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTQwMTAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2014,,指揮／水藍，小提琴／王崢嶸，國立臺灣交響樂團 指揮／水藍，小提琴／王崢嶸，國立臺灣交響樂團,,,特選經典V-水藍與王崢嶸,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTQwMTAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
,,［小提琴／尤儷璇］小提琴:尤儷璇 ［大提琴／李妍慧］大提琴:李妍慧 ［鋼琴／楊閔貴］鋼琴:楊閔貴［小提琴／尤儷璇］小提琴:尤儷璇,,,"「假日音樂會-玩 Two, Three」",https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTQwMTAwMw==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
,,［小提琴／劉芳佑］小提琴:劉芳佑 ［法國號／蔡佩津］法國號:蔡佩津 ［鋼琴／張嘉琪］鋼琴:張嘉琪［小提琴／劉芳佑］小提琴:劉芳佑,,,「假日音樂會-徹爾尼遇上探戈」,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTQwMTAwNA==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2014,,客席指揮／張弦，中提琴／伊莎貝爾‧樊庫倫，國立臺灣交響樂團客席指揮／張弦，中提琴／伊莎貝爾‧樊庫倫，國立臺灣交響樂團,,,童話 傳奇─VII【伊莎貝爾‧樊庫倫】,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTQwMjAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
,,［小提琴／謝佩殷、尤儷璇］小提琴：謝佩殷、尤儷璇 ［中提琴／蕭惠珠、楊青霏］中提琴：蕭惠珠、楊青霏 ［大提琴／黃佳文］大提琴：黃佳文 ［低音提琴／江秀如］低音提琴：江秀如 ［鋼琴／顏君如］鋼琴：顏君如［小提琴／謝佩殷、尤儷璇］小提琴：謝佩殷、尤儷璇,,,假日音樂會 室內樂系列I-Grand Sextet~六重奏音樂會,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTQwMjAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
,,［小提琴／徐晨又］小提琴：徐晨又 ［中提琴／蕭惠珠］中提琴：蕭惠珠 ［長笛／張碩宇］長笛：張碩宇 ［鋼琴／翁重華］鋼琴：翁重華［小提琴／徐晨又］小提琴：徐晨又,,,假日音樂會 室內樂系列I-琴簫和鳴,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTQwMjAwMw==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2014,,小提琴／朱利安‧拉赫林，國立臺灣交響樂團團員-小提琴／張睿州，雙簧管／薛秋雯 小提琴／朱利安‧拉赫林，國立臺灣交響樂團團員-小提琴／張睿州，雙簧管／薛秋雯,,,名家室內樂II-朱利安拉赫林之夜,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTQwMzAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
2014,,客席指揮／安德裏斯‧戴爾夫斯，小提琴／朱利安‧拉赫林，國立臺灣交響樂團 客席指揮／安德裏斯‧戴爾夫斯，小提琴／朱利安‧拉赫林，國立臺灣交響樂團,,,[童話‧傳奇系列-戴爾夫斯與拉赫林]戴爾夫斯與拉赫林,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTQwMzAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
,,小號：黃士龢、郭家齊 法國號：蔡佩津 長號：蘇偉勝 低音號：梁國霖小號：黃士龢、郭家齊,,,假日音樂會 室內樂系列II-銅響,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTQwMzAwMw==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
,,小提琴：謝佩殷、莊雅如 中提琴：謝敏玉 大提琴：張偉儷 小提琴：謝佩殷、莊雅如,,,假日音樂會 室內樂系列II-儷玉如殷~春之晚宴,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTQwMzAwNA==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
,,指揮／梶間聡夫，朱宗慶打擊樂團，國立臺灣交響樂團 指揮／梶間聡夫，朱宗慶打擊樂團，國立臺灣交響樂團,,,[特選經典系列-擊躍臺灣—國立臺灣交響樂團&朱宗慶打擊樂團]國臺交與朱宗慶打擊樂團─擊躍臺灣,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTQwMzAwNQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
,,客席指揮／約翰‧尼爾森，鋼琴／小菅優，國立臺灣交響樂團 客席指揮／約翰‧尼爾森，鋼琴／小菅優，國立臺灣交響樂團,,,巨人之跫音,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTQwMzAwNg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
,,指揮：梶間聡夫 演奏：國立臺灣交響樂團 演唱：林育群指揮：梶間聡夫,,,文化部「天空˙草地˙榕樹下」野餐音樂會,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTQwMzAwNw==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
,,小提琴：黃士瑋、劉芳佑、崔延平、尤儷璇、何婷涵、陳俐如、李家豪、簡紹宇、衣慎行小提琴：黃士瑋、劉芳佑、崔延平、尤儷璇、何婷涵、陳俐如、李家豪、簡紹宇、衣慎行,,,假日音樂會 室內樂系列II-躍動琴弦,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTQwNDAwMQ==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
,,客席指揮／麥可‧奈斯托洛維奇，鋼琴／安琪拉‧赫維特，國立臺灣交響樂團客席指揮／麥可‧奈斯托洛維奇，鋼琴／安琪拉‧赫維特，國立臺灣交響樂團,,,童話‧傳奇IX-唐璜愛之死,https://collections.culture.tw/Object.aspx?SYSUID=21&RNO=QzIwMTQwNDAwMg==,國立臺灣交響樂團,,交響樂類\交響樂、室內樂、管樂,交響樂類,交響樂、室內樂、管樂,交響
